student_id,session_no,attended
STU0266,15,1
STU0266,16,1
STU0266,17,1
STU0266,18,1
STU0266,19,1
STU0266,20,1
STU0266,21,1
STU0266,22,1
STU0266,23,1
STU0266,24,1
STU0266,25,1
STU0266,26,1
STU0266,27,1
STU0266,28,0
STU0266,29,1
STU0266,30,1
STU0266,31,1
STU0266,32,1
STU0266,33,1
STU0266,34,1
STU0266,35,1
STU0266,36,1
STU0266,37,1
STU0266,38,1
STU0266,39,1
STU0266,40,1
STU0267,1,0
STU0267,2,1
STU0267,3,0
STU0267,4,0
STU0267,5,1
STU0267,6,0
STU0267,7,1
STU0267,8,0
STU0267,9,0
STU0267,10,1
STU0267,11,1
STU0267,12,1
STU0267,13,1
STU0267,14,1
STU0267,15,0
STU0267,16,1
STU0267,17,0
STU0267,18,1
STU0267,19,0
STU0267,20,0
STU0267,21,0
STU0267,22,1
STU0267,23,1
STU0267,24,1
STU0267,25,1
STU0267,26,1
STU0267,27,0
STU0267,28,1
STU0267,29,1
STU0267,30,1
STU0267,31,0
STU0267,32,0
STU0267,33,0
STU0267,34,1
STU0267,35,1
STU0267,36,0
STU0267,37,1
STU0267,38,1
STU0267,39,1
STU0267,40,1
STU0268,1,1
STU0268,2,1
STU0268,3,0
STU0268,4,1
STU0268,5,1
STU0268,6,1
STU0268,7,1
STU0268,8,1
STU0268,9,1
STU0268,10,0
STU0268,11,0
STU0268,12,1
STU0268,13,1
STU0268,14,0
STU0268,15,0
STU0268,16,1
STU0268,17,0
STU0268,18,0
STU0268,19,0
STU0268,20,1
STU0268,21,1
STU0268,22,1
STU0268,23,0
STU0268,24,1
STU0268,25,1
STU0268,26,0
STU0268,27,0
STU0268,28,0
STU0268,29,0
STU0268,30,0
STU0268,31,1
STU0268,32,0
STU0268,33,0
STU0268,34,1
STU0268,35,1
STU0268,36,0
STU0268,37,1
STU0268,38,0
STU0268,39,1
STU0268,40,1
STU0269,1,1
STU0269,2,1
STU0269,3,1
STU0269,4,1
STU0269,5,0
STU0269,6,1
STU0269,7,1
STU0269,8,1
STU0269,9,1
STU0269,10,1
STU0269,11,1
STU0269,12,0
STU0269,13,0
STU0269,14,0
STU0269,15,1
STU0269,16,1
STU0269,17,1
STU0269,18,0
STU0269,19,0
STU0269,20,1
STU0269,21,1
STU0269,22,0
STU0269,23,0
STU0269,24,0
STU0269,25,0
STU0269,26,0
STU0269,27,1
STU0269,28,0
STU0269,29,0
STU0269,30,0
STU0269,31,1
STU0269,32,1
STU0269,33,1
STU0269,34,1
STU0269,35,0
STU0269,36,1
STU0269,37,1
STU0269,38,0
STU0269,39,1
STU0269,40,1
STU0270,1,1
STU0270,2,1
STU0270,3,1
STU0270,4,1
STU0270,5,1
STU0270,6,1
STU0270,7,1
STU0270,8,1
STU0270,9,1
STU0270,10,1
STU0270,11,1
STU0270,12,1
STU0270,13,1
STU0270,14,1
STU0270,15,1
STU0270,16,1
STU0270,17,0
STU0270,18,1
STU0270,19,0
STU0270,20,1
STU0270,21,1
STU0270,22,1
STU0270,23,1
STU0270,24,1
STU0270,25,1
STU0270,26,1
STU0270,27,1
STU0270,28,1
STU0270,29,1
STU0270,30,1
STU0270,31,1
STU0270,32,1
STU0270,33,1
STU0270,34,0
STU0270,35,0
STU0270,36,1
STU0270,37,1
STU0270,38,1
STU0270,39,1
STU0270,40,1
STU0271,1,1
STU0271,2,1
STU0271,3,1
STU0271,4,1
STU0271,5,1
STU0271,6,1
STU0271,7,1
STU0271,8,1
STU0271,9,1
STU0271,10,1
STU0271,11,1
STU0271,12,1
STU0271,13,1
STU0271,14,1
STU0271,15,1
STU0271,16,1
STU0271,17,1
STU0271,18,1
STU0271,19,1
STU0271,20,1
STU0271,21,0
STU0271,22,1
STU0271,23,1
STU0271,24,1
STU0271,25,1
STU0271,26,1
STU0271,27,1
STU0271,28,1
STU0271,29,1
STU0271,30,1
STU0271,31,1
STU0271,32,1
STU0271,33,1
STU0271,34,0
STU0271,35,1
STU0271,36,1
STU0271,37,1
STU0271,38,0
STU0271,39,1
STU0271,40,1
STU0272,1,1
STU0272,2,1
STU0272,3,0
STU0272,4,1
STU0272,5,0
STU0272,6,1
STU0272,7,1
STU0272,8,1
STU0272,9,1
STU0272,10,1
STU0272,11,1
STU0272,12,1
STU0272,13,1
STU0272,14,1
STU0272,15,1
STU0272,16,1
STU0272,17,1
STU0272,18,1
STU0272,19,1
STU0272,20,1
STU0272,21,1
STU0272,22,1
STU0272,23,0
STU0272,24,1
STU0272,25,1
STU0272,26,1
STU0272,27,0
STU0272,28,1
STU0272,29,1
STU0272,30,1
STU0272,31,1
STU0272,32,0
STU0272,33,0
STU0272,34,1
STU0272,35,0
STU0272,36,1
STU0272,37,1
STU0272,38,1
STU0272,39,1
STU0272,40,1
STU0273,1,1
STU0273,2,1
STU0273,3,0
STU0273,4,0
STU0273,5,0
STU0273,6,1
STU0273,7,1
STU0273,8,1
STU0273,9,0
STU0273,10,1
STU0273,11,0
STU0273,12,1
STU0273,13,0
STU0273,14,1
STU0273,15,1
STU0273,16,1
STU0273,17,1
STU0273,18,1
STU0273,19,1
STU0273,20,1
STU0273,21,1
STU0273,22,0
STU0273,23,1
STU0273,24,1
STU0273,25,0
STU0273,26,1
STU0273,27,0
STU0273,28,1
STU0273,29,1
STU0273,30,1
STU0273,31,1
STU0273,32,1
STU0273,33,1
STU0273,34,1
STU0273,35,1
STU0273,36,1
STU0273,37,1
STU0273,38,1
STU0273,39,1
STU0273,40,1
STU0274,1,1
STU0274,2,1
STU0274,3,1
STU0274,4,1
STU0274,5,1
STU0274,6,0
STU0274,7,1
STU0274,8,1
STU0274,9,1
STU0274,10,1
STU0274,11,0
STU0274,12,1
STU0274,13,0
STU0274,14,1
STU0274,15,1
STU0274,16,1
STU0274,17,1
STU0274,18,1
STU0274,19,1
STU0274,20,1
STU0274,21,0
STU0274,22,1
STU0274,23,1
STU0274,24,1
STU0274,25,1
STU0274,26,1
STU0274,27,1
STU0274,28,1
STU0274,29,1
STU0274,30,1
STU0274,31,1
STU0274,32,0
STU0274,33,1
STU0274,34,1
STU0274,35,1
STU0274,36,1
STU0274,37,1
STU0274,38,1
STU0274,39,1
STU0274,40,1
STU0275,1,1
STU0275,2,0
STU0275,3,1
STU0275,4,1
STU0275,5,1
STU0275,6,1
STU0275,7,1
STU0275,8,0
STU0275,9,0
STU0275,10,1
STU0275,11,1
STU0275,12,1
STU0275,13,0
STU0275,14,1
STU0275,15,1
STU0275,16,1
STU0275,17,1
STU0275,18,1
STU0275,19,1
STU0275,20,0
STU0275,21,1
STU0275,22,1
STU0275,23,1
STU0275,24,1
STU0275,25,1
STU0275,26,1
STU0275,27,0
STU0275,28,1
STU0275,29,1
STU0275,30,1
STU0275,31,0
STU0275,32,0
STU0275,33,0
STU0275,34,1
STU0275,35,0
STU0275,36,1
STU0275,37,1
STU0275,38,0
STU0275,39,0
STU0275,40,1
STU0276,1,0
STU0276,2,0
STU0276,3,0
STU0276,4,1
STU0276,5,0
STU0276,6,0
STU0276,7,0
STU0276,8,0
STU0276,9,1
STU0276,10,0
STU0276,11,1
STU0276,12,0
STU0276,13,1
STU0276,14,1
STU0276,15,1
STU0276,16,0
STU0276,17,1
STU0276,18,0
STU0276,19,1
STU0276,20,0
STU0276,21,0
STU0276,22,1
STU0276,23,1
STU0276,24,0
STU0276,25,0
STU0276,26,0
STU0276,27,1
STU0276,28,1
STU0276,29,0
STU0276,30,1
STU0276,31,1
STU0276,32,1
STU0276,33,0
STU0276,34,0
STU0276,35,1
STU0276,36,1
STU0276,37,1
STU0276,38,1
STU0276,39,1
STU0276,40,0
STU0277,1,1
STU0277,2,1
STU0277,3,1
STU0277,4,0
STU0277,5,1
STU0277,6,1
STU0277,7,1
STU0277,8,0
STU0277,9,1
STU0277,10,1
STU0277,11,0
STU0277,12,1
STU0277,13,1
STU0277,14,1
STU0277,15,1
STU0277,16,1
STU0277,17,1
STU0277,18,1
STU0277,19,1
STU0277,20,1
STU0277,21,1
STU0277,22,1
STU0277,23,0
STU0277,24,1
STU0277,25,0
STU0277,26,1
STU0277,27,1
STU0277,28,1
STU0277,29,0
STU0277,30,0
STU0277,31,1
STU0277,32,0
STU0277,33,1
STU0277,34,1
STU0277,35,0
STU0277,36,0
STU0277,37,0
STU0277,38,1
STU0277,39,1
STU0277,40,1
STU0278,1,1
STU0278,2,1
STU0278,3,1
STU0278,4,1
STU0278,5,0
STU0278,6,1
STU0278,7,0
STU0278,8,1
STU0278,9,1
STU0278,10,1
STU0278,11,0
STU0278,12,1
STU0278,13,1
STU0278,14,1
STU0278,15,1
STU0278,16,0
STU0278,17,1
STU0278,18,1
STU0278,19,1
STU0278,20,1
STU0278,21,1
STU0278,22,1
STU0278,23,1
STU0278,24,1
STU0278,25,1
STU0278,26,0
STU0278,27,1
STU0278,28,1
STU0278,29,0
STU0278,30,1
STU0278,31,1
STU0278,32,1
STU0278,33,1
STU0278,34,0
STU0278,35,1
STU0278,36,1
STU0278,37,1
STU0278,38,1
STU0278,39,0
STU0278,40,1
STU0279,1,1
STU0279,2,0
STU0279,3,1
STU0279,4,0
STU0279,5,1
STU0279,6,1
STU0279,7,0
STU0279,8,1
STU0279,9,0
STU0279,10,0
STU0279,11,1
STU0279,12,1
STU0279,13,1
STU0279,14,1
STU0279,15,1
STU0279,16,0
STU0279,17,1
STU0279,18,1
STU0279,19,1
STU0279,20,0
STU0279,21,1
STU0279,22,1
STU0279,23,1
STU0279,24,0
STU0279,25,0
STU0279,26,1
STU0279,27,0
STU0279,28,1
STU0279,29,0
STU0279,30,1
STU0279,31,1
STU0279,32,1
STU0279,33,1
STU0279,34,0
STU0279,35,1
STU0279,36,0
STU0279,37,1
STU0279,38,1
STU0279,39,1
STU0279,40,1
STU0280,1,0
STU0280,2,0
STU0280,3,1
STU0280,4,0
STU0280,5,0
STU0280,6,1
STU0280,7,0
STU0280,8,1
STU0280,9,1
STU0280,10,1
STU0280,11,1
STU0280,12,0
STU0280,13,0
STU0280,14,0
STU0280,15,1
STU0280,16,1
STU0280,17,1
STU0280,18,1
STU0280,19,0
STU0280,20,0
STU0280,21,1
STU0280,22,0
STU0280,23,0
STU0280,24,1
STU0280,25,0
STU0280,26,1
STU0280,27,1
STU0280,28,1
STU0280,29,1
STU0280,30,1
STU0280,31,1
STU0280,32,1
STU0280,33,0
STU0280,34,0
STU0280,35,0
STU0280,36,1
STU0280,37,1
STU0280,38,1
STU0280,39,1
STU0280,40,0
STU0281,1,1
STU0281,2,1
STU0281,3,1
STU0281,4,1
STU0281,5,1
STU0281,6,1
STU0281,7,1
STU0281,8,0
STU0281,9,0
STU0281,10,1
STU0281,11,1
STU0281,12,1
STU0281,13,1
STU0281,14,1
STU0281,15,1
STU0281,16,1
STU0281,17,0
STU0281,18,0
STU0281,19,1
STU0281,20,1
STU0281,21,1
STU0281,22,1
STU0281,23,0
STU0281,24,1
STU0281,25,1
STU0281,26,0
STU0281,27,0
STU0281,28,0
STU0281,29,1
STU0281,30,1
STU0281,31,1
STU0281,32,1
STU0281,33,0
STU0281,34,1
STU0281,35,0
STU0281,36,1
STU0281,37,0
STU0281,38,1
STU0281,39,0
STU0281,40,1
STU0282,1,0
STU0282,2,1
STU0282,3,1
STU0282,4,1
STU0282,5,0
STU0282,6,1
STU0282,7,1
STU0282,8,1
STU0282,9,1
STU0282,10,1
STU0282,11,1
STU0282,12,1
STU0282,13,1
STU0282,14,1
STU0282,15,1
STU0282,16,1
STU0282,17,1
STU0282,18,1
STU0282,19,1
STU0282,20,1
STU0282,21,1
STU0282,22,1
STU0282,23,1
STU0282,24,1
STU0282,25,1
STU0282,26,0
STU0282,27,1
STU0282,28,1
STU0282,29,1
STU0282,30,1
STU0282,31,1
STU0282,32,1
STU0282,33,0
STU0282,34,1
STU0282,35,1
STU0282,36,1
STU0282,37,1
STU0282,38,1
STU0282,39,1
STU0282,40,1
STU0283,1,1
STU0283,2,1
STU0283,3,0
STU0283,4,1
STU0283,5,0
STU0283,6,1
STU0283,7,1
STU0283,8,1
STU0283,9,1
STU0283,10,0
STU0283,11,0
STU0283,12,1
STU0283,13,1
STU0283,14,1
STU0283,15,1
STU0283,16,1
STU0283,17,1
STU0283,18,1
STU0283,19,1
STU0283,20,0
STU0283,21,0
STU0283,22,1
STU0283,23,0
STU0283,24,1
STU0283,25,1
STU0283,26,1
STU0283,27,0
STU0283,28,0
STU0283,29,1
STU0283,30,0
STU0283,31,1
STU0283,32,1
STU0283,33,1
STU0283,34,1
STU0283,35,1
STU0283,36,1
STU0283,37,1
STU0283,38,1
STU0283,39,1
STU0283,40,1
STU0284,1,1
STU0284,2,1
STU0284,3,0
STU0284,4,0
STU0284,5,0
STU0284,6,1
STU0284,7,1
STU0284,8,1
STU0284,9,1
STU0284,10,0
STU0284,11,1
STU0284,12,1
STU0284,13,1
STU0284,14,1
STU0284,15,1
STU0284,16,1
STU0284,17,1
STU0284,18,0
STU0284,19,1
STU0284,20,1
STU0284,21,1
STU0284,22,1
STU0284,23,0
STU0284,24,1
STU0284,25,1
STU0284,26,1
STU0284,27,1
STU0284,28,1
STU0284,29,1
STU0284,30,1
STU0284,31,1
STU0284,32,1
STU0284,33,1
STU0284,34,1
STU0284,35,1
STU0284,36,1
STU0284,37,1
STU0284,38,1
STU0284,39,0
STU0284,40,1
STU0285,1,0
STU0285,2,1
STU0285,3,1
STU0285,4,1
STU0285,5,1
STU0285,6,1
STU0285,7,1
STU0285,8,0
STU0285,9,1
STU0285,10,1
STU0285,11,0
STU0285,12,1
STU0285,13,1
STU0285,14,0
STU0285,15,1
STU0285,16,1
STU0285,17,1
STU0285,18,0
STU0285,19,0
STU0285,20,1
STU0285,21,1
STU0285,22,1
STU0285,23,1
STU0285,24,1
STU0285,25,1
STU0285,26,1
STU0285,27,0
STU0285,28,1
STU0285,29,0
STU0285,30,0
STU0285,31,1
STU0285,32,0
STU0285,33,0
STU0285,34,1
STU0285,35,1
STU0285,36,1
STU0285,37,0
STU0285,38,1
STU0285,39,1
STU0285,40,0
STU0286,1,1
STU0286,2,1
STU0286,3,1
STU0286,4,1
STU0286,5,1
STU0286,6,1
STU0286,7,1
STU0286,8,1
STU0286,9,1
STU0286,10,1
STU0286,11,1
STU0286,12,1
STU0286,13,1
STU0286,14,1
STU0286,15,1
STU0286,16,1
STU0286,17,1
STU0286,18,1
STU0286,19,1
STU0286,20,1
STU0286,21,1
STU0286,22,1
STU0286,23,1
STU0286,24,1
STU0286,25,1
STU0286,26,1
STU0286,27,1
STU0286,28,1
STU0286,29,1
STU0286,30,1
STU0286,31,1
STU0286,32,1
STU0286,33,1
STU0286,34,1
STU0286,35,1
STU0286,36,1
STU0286,37,1
STU0286,38,1
STU0286,39,1
STU0286,40,1
STU0287,1,1
STU0287,2,0
STU0287,3,1
STU0287,4,1
STU0287,5,1
STU0287,6,1
STU0287,7,1
STU0287,8,0
STU0287,9,1
STU0287,10,1
STU0287,11,1
STU0287,12,1
STU0287,13,1
STU0287,14,1
STU0287,15,1
STU0287,16,1
STU0287,17,1
STU0287,18,1
STU0287,19,0
STU0287,20,1
STU0287,21,0
STU0287,22,1
STU0287,23,1
STU0287,24,1
STU0287,25,1
STU0287,26,1
STU0287,27,1
STU0287,28,1
STU0287,29,1
STU0287,30,1
STU0287,31,0
STU0287,32,1
STU0287,33,1
STU0287,34,1
STU0287,35,1
STU0287,36,1
STU0287,37,1
STU0287,38,1
STU0287,39,1
STU0287,40,1
STU0288,1,0
STU0288,2,1
STU0288,3,1
STU0288,4,1
STU0288,5,0
STU0288,6,1
STU0288,7,0
STU0288,8,1
STU0288,9,1
STU0288,10,1
STU0288,11,1
STU0288,12,0
STU0288,13,0
STU0288,14,1
STU0288,15,0
STU0288,16,0
STU0288,17,1
STU0288,18,1
STU0288,19,1
STU0288,20,1
STU0288,21,1
STU0288,22,1
STU0288,23,1
STU0288,24,0
STU0288,25,0
STU0288,26,1
STU0288,27,1
STU0288,28,1
STU0288,29,1
STU0288,30,1
STU0288,31,1
STU0288,32,1
STU0288,33,1
STU0288,34,1
STU0288,35,1
STU0288,36,0
STU0288,37,0
STU0288,38,1
STU0288,39,1
STU0288,40,1
STU0289,1,1
STU0289,2,0
STU0289,3,1
STU0289,4,1
STU0289,5,1
STU0289,6,1
STU0289,7,1
STU0289,8,1
STU0289,9,1
STU0289,10,1
STU0289,11,0
STU0289,12,0
STU0289,13,1
STU0289,14,1
STU0289,15,1
STU0289,16,0
STU0289,17,1
STU0289,18,1
STU0289,19,1
STU0289,20,1
STU0289,21,1
STU0289,22,0
STU0289,23,0
STU0289,24,1
STU0289,25,1
STU0289,26,1
STU0289,27,1
STU0289,28,0
STU0289,29,1
STU0289,30,1
STU0289,31,1
STU0289,32,0
STU0289,33,0
STU0289,34,1
STU0289,35,1
STU0289,36,1
STU0289,37,0
STU0289,38,1
STU0289,39,1
STU0289,40,1
STU0290,1,1
STU0290,2,1
STU0290,3,1
STU0290,4,0
STU0290,5,0
STU0290,6,1
STU0290,7,0
STU0290,8,1
STU0290,9,1
STU0290,10,1
STU0290,11,0
STU0290,12,1
STU0290,13,1
STU0290,14,1
STU0290,15,0
STU0290,16,0
STU0290,17,0
STU0290,18,0
STU0290,19,0
STU0290,20,1
STU0290,21,1
STU0290,22,1
STU0290,23,0
STU0290,24,0
STU0290,25,1
STU0290,26,0
STU0290,27,0
STU0290,28,0
STU0290,29,1
STU0290,30,1
STU0290,31,0
STU0290,32,1
STU0290,33,0
STU0290,34,0
STU0290,35,1
STU0290,36,1
STU0290,37,1
STU0290,38,1
STU0290,39,1
STU0290,40,1
STU0291,1,1
STU0291,2,1
STU0291,3,1
STU0291,4,1
STU0291,5,1
STU0291,6,1
STU0291,7,1
STU0291,8,1
STU0291,9,1
STU0291,10,1
STU0291,11,1
STU0291,12,1
STU0291,13,1
STU0291,14,1
STU0291,15,1
STU0291,16,1
STU0291,17,1
STU0291,18,1
STU0291,19,1
STU0291,20,1
STU0291,21,1
STU0291,22,1
STU0291,23,1
STU0291,24,1
STU0291,25,1
STU0291,26,1
STU0291,27,1
STU0291,28,1
STU0291,29,1
STU0291,30,1
STU0291,31,1
STU0291,32,1
STU0291,33,1
STU0291,34,1
STU0291,35,1
STU0291,36,1
STU0291,37,1
STU0291,38,1
STU0291,39,1
STU0291,40,1
STU0292,1,1
STU0292,2,1
STU0292,3,1
STU0292,4,0
STU0292,5,0
STU0292,6,1
STU0292,7,0
STU0292,8,1
STU0292,9,1
STU0292,10,1
STU0292,11,1
STU0292,12,1
STU0292,13,1
STU0292,14,1
STU0292,15,1
STU0292,16,0
STU0292,17,1
STU0292,18,0
STU0292,19,0
STU0292,20,1
STU0292,21,1
STU0292,22,1
STU0292,23,0
STU0292,24,1
STU0292,25,1
STU0292,26,1
STU0292,27,1
STU0292,28,0
STU0292,29,1
STU0292,30,0
STU0292,31,1
STU0292,32,1
STU0292,33,0
STU0292,34,1
STU0292,35,0
STU0292,36,1
STU0292,37,1
STU0292,38,1
STU0292,39,0
STU0292,40,0
STU0293,1,0
STU0293,2,1
STU0293,3,0
STU0293,4,0
STU0293,5,0
STU0293,6,0
STU0293,7,1
STU0293,8,0
STU0293,9,0
STU0293,10,0
STU0293,11,0
STU0293,12,0
STU0293,13,0
STU0293,14,1
STU0293,15,1
STU0293,16,1
STU0293,17,1
STU0293,18,1
STU0293,19,1
STU0293,20,1
STU0293,21,1
STU0293,22,1
STU0293,23,1
STU0293,24,0
STU0293,25,0
STU0293,26,1
STU0293,27,0
STU0293,28,0
STU0293,29,1
STU0293,30,0
STU0293,31,0
STU0293,32,0
STU0293,33,1
STU0293,34,0
STU0293,35,1
STU0293,36,0
STU0293,37,0
STU0293,38,0
STU0293,39,0
STU0293,40,1
STU0294,1,1
STU0294,2,0
STU0294,3,1
STU0294,4,0
STU0294,5,1
STU0294,6,1
STU0294,7,0
STU0294,8,1
STU0294,9,1
STU0294,10,1
STU0294,11,1
STU0294,12,0
STU0294,13,0
STU0294,14,1
STU0294,15,0
STU0294,16,1
STU0294,17,1
STU0294,18,0
STU0294,19,1
STU0294,20,0
STU0294,21,1
STU0294,22,0
STU0294,23,0
STU0294,24,1
STU0294,25,1
STU0294,26,1
STU0294,27,0
STU0294,28,1
STU0294,29,1
STU0294,30,1
STU0294,31,0
STU0294,32,0
STU0294,33,1
STU0294,34,1
STU0294,35,1
STU0294,36,1
STU0294,37,1
STU0294,38,0
STU0294,39,0
STU0294,40,1
STU0295,1,1
STU0295,2,1
STU0295,3,1
STU0295,4,1
STU0295,5,1
STU0295,6,1
STU0295,7,0
STU0295,8,0
STU0295,9,1
STU0295,10,1
STU0295,11,1
STU0295,12,1
STU0295,13,1
STU0295,14,1
STU0295,15,1
STU0295,16,1
STU0295,17,1
STU0295,18,0
STU0295,19,1
STU0295,20,1
STU0295,21,1
STU0295,22,1
STU0295,23,1
STU0295,24,1
STU0295,25,1
STU0295,26,1
STU0295,27,1
STU0295,28,1
STU0295,29,1
STU0295,30,1
STU0295,31,1
STU0295,32,1
STU0295,33,1
STU0295,34,1
STU0295,35,0
STU0295,36,0
STU0295,37,1
STU0295,38,0
STU0295,39,1
STU0295,40,0
STU0296,1,1
STU0296,2,0
STU0296,3,1
STU0296,4,1
STU0296,5,1
STU0296,6,1
STU0296,7,1
STU0296,8,1
STU0296,9,1
STU0296,10,1
STU0296,11,1
STU0296,12,1
STU0296,13,1
STU0296,14,0
STU0296,15,1
STU0296,16,1
STU0296,17,1
STU0296,18,1
STU0296,19,1
STU0296,20,1
STU0296,21,1
STU0296,22,1
STU0296,23,1
STU0296,24,1
STU0296,25,1
STU0296,26,1
STU0296,27,1
STU0296,28,1
STU0296,29,1
STU0296,30,1
STU0296,31,1
STU0296,32,1
STU0296,33,1
STU0296,34,1
STU0296,35,1
STU0296,36,1
STU0296,37,1
STU0296,38,1
STU0296,39,1
STU0296,40,1
STU0297,1,0
STU0297,2,0
STU0297,3,1
STU0297,4,1
STU0297,5,1
STU0297,6,1
STU0297,7,0
STU0297,8,0
STU0297,9,1
STU0297,10,1
STU0297,11,1
STU0297,12,1
STU0297,13,1
STU0297,14,1
STU0297,15,0
STU0297,16,1
STU0297,17,0
STU0297,18,0
STU0297,19,0
STU0297,20,1
STU0297,21,0
STU0297,22,0
STU0297,23,1
STU0297,24,1
STU0297,25,0
STU0297,26,1
STU0297,27,1
STU0297,28,1
STU0297,29,0
STU0297,30,0
STU0297,31,1
STU0297,32,1
STU0297,33,0
STU0297,34,0
STU0297,35,0
STU0297,36,1
STU0297,37,1
STU0297,38,1
STU0297,39,0
STU0297,40,1
STU0298,1,0
STU0298,2,1
STU0298,3,1
STU0298,4,0
STU0298,5,0
STU0298,6,1
STU0298,7,1
STU0298,8,1
STU0298,9,1
STU0298,10,1
STU0298,11,1
STU0298,12,1
STU0298,13,1
STU0298,14,1
STU0298,15,1
STU0298,16,1
STU0298,17,1
STU0298,18,1
STU0298,19,1
STU0298,20,1
STU0298,21,1
STU0298,22,1
STU0298,23,1
STU0298,24,1
STU0298,25,1
STU0298,26,1
STU0298,27,1
STU0298,28,1
STU0298,29,1
STU0298,30,1
STU0298,31,0
STU0298,32,1
STU0298,33,1
STU0298,34,0
STU0298,35,0
STU0298,36,1
STU0298,37,1
STU0298,38,1
STU0298,39,1
STU0298,40,1
STU0299,1,1
STU0299,2,1
STU0299,3,1
STU0299,4,1
STU0299,5,1
STU0299,6,1
STU0299,7,1
STU0299,8,1
STU0299,9,1
STU0299,10,1
STU0299,11,1
STU0299,12,1
STU0299,13,1
STU0299,14,1
STU0299,15,1
STU0299,16,1
STU0299,17,1
STU0299,18,0
STU0299,19,1
STU0299,20,1
STU0299,21,1
STU0299,22,1
STU0299,23,1
STU0299,24,1
STU0299,25,1
STU0299,26,1
STU0299,27,1
STU0299,28,1
STU0299,29,1
STU0299,30,1
STU0299,31,1
STU0299,32,1
STU0299,33,1
STU0299,34,1
STU0299,35,1
STU0299,36,1
STU0299,37,1
STU0299,38,1
STU0299,39,1
STU0299,40,1
STU0300,1,1
STU0300,2,1
STU0300,3,1
STU0300,4,1
STU0300,5,1
STU0300,6,1
STU0300,7,0
STU0300,8,1
STU0300,9,1
STU0300,10,1
STU0300,11,0
STU0300,12,1
STU0300,13,1
STU0300,14,0
STU0300,15,1
STU0300,16,1
STU0300,17,1
STU0300,18,0
STU0300,19,1
STU0300,20,1
STU0300,21,1
STU0300,22,1
STU0300,23,1
STU0300,24,1
STU0300,25,1
STU0300,26,1
STU0300,27,1
STU0300,28,0
STU0300,29,1
STU0300,30,0
STU0300,31,1
STU0300,32,1
STU0300,33,1
STU0300,34,1
STU0300,35,0
STU0300,36,0
STU0300,37,1
STU0300,38,1
STU0300,39,1
STU0300,40,1
STU0301,1,0
STU0301,2,0
STU0301,3,1
STU0301,4,0
STU0301,5,1
STU0301,6,1
STU0301,7,1
STU0301,8,1
STU0301,9,1
STU0301,10,0
STU0301,11,0
STU0301,12,1
STU0301,13,1
STU0301,14,1
STU0301,15,1
STU0301,16,1
STU0301,17,1
STU0301,18,1
STU0301,19,1
STU0301,20,1
STU0301,21,1
STU0301,22,1
STU0301,23,1
STU0301,24,1
STU0301,25,1
STU0301,26,1
STU0301,27,0
STU0301,28,1
STU0301,29,1
STU0301,30,1
STU0301,31,1
STU0301,32,1
STU0301,33,1
STU0301,34,0
STU0301,35,1
STU0301,36,1
STU0301,37,1
STU0301,38,1
STU0301,39,1
STU0301,40,1
STU0302,1,1
STU0302,2,1
STU0302,3,1
STU0302,4,0
STU0302,5,1
STU0302,6,1
STU0302,7,0
STU0302,8,0
STU0302,9,0
STU0302,10,0
STU0302,11,1
STU0302,12,0
STU0302,13,1
STU0302,14,0
STU0302,15,0
STU0302,16,1
STU0302,17,0
STU0302,18,1
STU0302,19,1
STU0302,20,1
STU0302,21,0
STU0302,22,1
STU0302,23,1
STU0302,24,1
STU0302,25,0
STU0302,26,1
STU0302,27,0
STU0302,28,0
STU0302,29,1
STU0302,30,1
STU0302,31,0
STU0302,32,0
STU0302,33,0
STU0302,34,1
STU0302,35,0
STU0302,36,1
STU0302,37,1
STU0302,38,0
STU0302,39,1
STU0302,40,0
STU0303,1,0
STU0303,2,1
STU0303,3,1
STU0303,4,0
STU0303,5,1
STU0303,6,0
STU0303,7,1
STU0303,8,1
STU0303,9,1
STU0303,10,1
STU0303,11,1
STU0303,12,1
STU0303,13,0
STU0303,14,1
STU0303,15,1
STU0303,16,1
STU0303,17,1
STU0303,18,1
STU0303,19,1
STU0303,20,1
STU0303,21,1
STU0303,22,1
STU0303,23,1
STU0303,24,1
STU0303,25,0
STU0303,26,1
STU0303,27,1
STU0303,28,1
STU0303,29,1
STU0303,30,0
STU0303,31,0
STU0303,32,1
STU0303,33,1
STU0303,34,1
STU0303,35,1
STU0303,36,0
STU0303,37,1
STU0303,38,1
STU0303,39,1
STU0303,40,1
STU0304,1,1
STU0304,2,1
STU0304,3,1
STU0304,4,1
STU0304,5,1
STU0304,6,1
STU0304,7,0
STU0304,8,1
STU0304,9,1
STU0304,10,1
STU0304,11,1
STU0304,12,1
STU0304,13,0
STU0304,14,1
STU0304,15,1
STU0304,16,1
STU0304,17,1
STU0304,18,1
STU0304,19,0
STU0304,20,1
STU0304,21,1
STU0304,22,1
STU0304,23,1
STU0304,24,1
STU0304,25,0
STU0304,26,1
STU0304,27,0
STU0304,28,0
STU0304,29,1
STU0304,30,1
STU0304,31,1
STU0304,32,0
STU0304,33,1
STU0304,34,1
STU0304,35,1
STU0304,36,1
STU0304,37,1
STU0304,38,1
STU0304,39,1
STU0304,40,0
STU0305,1,1
STU0305,2,1
STU0305,3,1
STU0305,4,1
STU0305,5,1
STU0305,6,1
STU0305,7,1
STU0305,8,1
